source_0,destination_0,arrival_time_0,source_1,destination_1,arrival_time_1,source_2,destination_2,arrival_time_2,source_3,destination_3,arrival_time_3,source_4,destination_4,arrival_time_4,source_5,destination_5,arrival_time_5,source_6,destination_6,arrival_time_6,source_7,destination_7,arrival_time_7,source_8,destination_8,arrival_time_8,source_9,destination_9,arrival_time_9,source_10,destination_10,arrival_time_10,source_11,destination_11,arrival_time_11,source_12,destination_12,arrival_time_12,source_13,destination_13,arrival_time_13,source_14,destination_14,arrival_time_14,source_15,destination_15,arrival_time_15,source_16,destination_16,arrival_time_16,source_17,destination_17,arrival_time_17,source_18,destination_18,arrival_time_18,source_19,destination_19,arrival_time_19,source_20,destination_20,arrival_time_20,source_21,destination_21,arrival_time_21,source_22,destination_22,arrival_time_22,source_23,destination_23,arrival_time_23,source_24,destination_24,arrival_time_24,source_25,destination_25,arrival_time_25,source_26,destination_26,arrival_time_26,source_27,destination_27,arrival_time_27,source_28,destination_28,arrival_time_28,source_29,destination_29,arrival_time_29
18,4,68,6,0,75,26,24,55,36,28,78,30,20,81,10,32,78,16,20,47,20,8,57,26,4,85,8,16,58,38,16,99,10,0,68,2,16,77,0,16,58,24,36,53,16,36,81,26,0,71,6,0,67,8,12,51,4,16,56,6,8,57,24,24,47,28,4,76,4,20,94,10,0,55,0,28,79,18,24,52,30,20,61,2,32,86,0,24,89
16,4,79,8,0,75,26,36,77,38,28,50,12,32,67,28,4,80,6,36,101,32,8,82,30,32,43,30,12,61,18,0,81,30,36,64,16,4,66,8,20,76,30,20,70,14,28,60,6,0,74,24,32,59,26,20,74,0,12,76,20,36,80,8,8,40,12,12,48,30,32,63,30,20,51,6,0,69,30,28,56,10,16,49,32,8,67,12,24,64
6,20,77,6,12,64,32,20,86,16,20,68,16,4,66,4,28,74,28,36,75,32,0,110,32,0,89,20,24,65,2,20,89,24,32,75,16,16,40,8,24,64,0,16,74,12,24,86,26,20,63,6,12,49,10,32,102,26,8,88,36,28,53,4,12,48,6,4,70,30,16,60,14,16,47,18,0,72,14,36,91,32,4,68,30,4,68,0,32,77
0,12,66,38,8,87,20,4,80,16,4,67,2,20,95,32,12,74,0,24,106,2,24,89,8,12,69,10,4,54,18,16,55,10,4,52,18,24,49,26,12,73,14,24,57,34,4,97,20,24,68,22,12,75,34,4,87,34,12,66,20,12,74,34,24,51,0,16,83,6,12,66,2,24,89,2,0,65,34,12,80,20,12,59,24,36,76,24,0,94
32,36,50,20,36,69,12,28,61,38,12,99,12,32,99,28,16,54,16,20,65,30,24,75,38,36,68,30,28,68,16,0,93,34,4,82,20,20,46,20,4,75,0,24,71,20,28,57,28,12,62,6,4,68,12,24,86,20,24,56,32,28,64,6,4,53,30,0,108,10,24,64,0,0,43,28,8,84,16,16,63,16,16,41,20,4,72,16,16,56
30,8,65,6,4,67,18,4,84,38,0,107,6,36,77,8,0,78,22,16,49,20,36,86,14,20,64,2,12,60,0,8,80,16,4,55,12,20,79,22,24,51,26,16,78,4,8,72,34,20,89,16,20,52,18,20,69,22,4,64,14,24,82,10,4,52,10,0,78,22,4,87,38,8,73,22,36,83,34,24,63,14,20,55,16,24,77,4,28,91
18,20,60,26,16,83,24,32,67,38,28,59,16,20,63,36,0,111,6,12,71,24,4,76,32,16,78,22,32,59,38,16,104,38,28,58,4,8,56,30,4,94,26,16,80,38,8,117,26,8,65,2,16,73,36,36,41,6,12,57,36,4,121,18,16,67,30,20,74,24,32,75,18,8,53,8,8,48,16,36,65,38,28,51,4,16,76,2,4,70
4,20,70,18,36,61,0,16,66,16,8,77,18,12,69,0,0,44,26,36,80,12,4,70,2,12,55,38,32,70,32,32,46,0,28,96,16,24,66,6,24,64,20,12,80,12,4,54,24,36,70,18,24,66,6,12,49,38,24,58,8,16,79,0,16,70,38,20,97,20,24,48,20,16,55,2,4,70,24,0,98,26,32,52,20,32,53,0,24,66
6,0,46,2,4,69,10,4,65,38,32,76,38,28,65,0,8,61,0,4,58,24,28,59,20,16,57,22,32,63,22,36,85,8,32,98,30,12,67,38,28,51,24,12,55,32,36,58,10,28,61,6,4,51,16,32,60,8,28,88,14,32,91,10,20,78,18,8,56,6,16,73,12,36,75,36,16,84,24,12,79,10,28,64,8,4,70,18,32,62
2,0,69,36,4,106,24,16,77,32,0,121,26,28,58,36,36,45,30,32,65,38,4,106,30,4,110,6,0,53,32,0,76,18,28,53,34,16,85,8,20,82,0,4,59,4,8,52,2,28,90,22,4,74,22,12,64,34,16,80,28,28,63,36,36,57,0,20,85,26,36,74,0,36,79,36,16,89,34,8,78,28,20,58,2,20,67,22,24,63
24,20,55,22,16,67,18,16,62,20,24,58,14,0,80,6,4,44,20,0,76,20,12,50,4,28,78,4,16,65,36,0,123,22,4,91,26,28,67,30,32,62,18,16,44,16,36,63,22,4,73,8,20,84,10,24,57,22,24,51,6,20,57,18,16,67,16,12,53,4,0,48,8,32,83,34,28,75,26,4,94,26,28,57,12,0,82,14,28,86
22,12,69,24,16,70,16,16,47,0,36,97,2,36,74,12,36,95,36,28,60,24,0,97,16,28,55,30,28,57,14,4,62,32,4,75,32,32,46,28,8,99,24,20,49,32,36,58,10,4,72,32,12,83,18,12,47,30,36,65,12,36,86,24,24,57,6,20,89,22,28,59,30,32,54,24,4,69,26,24,61,34,8,70,38,4,91,34,20,56
36,20,71,12,0,62,20,12,57,32,16,71,0,8,74,2,16,56,6,4,69,6,16,83,6,16,79,2,24,73,6,4,52,20,12,57,0,8,78,8,36,91,4,20,58,32,4,73,34,20,62,14,32,68,16,28,66,10,16,54,0,36,106,4,16,65,14,36,73,28,16,78,36,4,98,8,0,80,8,4,64,16,8,59,32,4,68,26,36,78
20,32,82,0,0,52,38,20,68,32,28,60,38,24,72,24,8,70,20,4,68,14,12,47,34,28,60,8,32,91,4,24,67,26,12,80,20,0,84,36,28,77,26,24,58,12,12,60,16,20,59,12,8,58,22,20,58,2,8,68,28,28,54,28,0,102,24,28,44,16,8,75,26,32,63,6,24,97,8,36,75,20,20,53,12,8,55,2,12,55
10,24,60,20,32,65,30,28,45,20,12,48,12,16,54,38,24,60,12,4,51,34,24,55,12,20,59,16,8,68,0,8,73,8,12,53,18,0,59,30,28,67,24,32,54,14,12,65,30,0,84,22,28,65,6,36,115,38,4,99,4,32,92,10,12,69,28,8,66,32,32,46,0,28,102,18,28,74,22,28,61,2,12,52,18,32,70,38,24,84
6,20,57,0,12,76,20,8,67,24,8,81,32,12,76,24,0,104,6,16,72,16,8,58,32,12,76,34,8,71,12,24,60,30,8,92,30,28,56,14,0,89,38,24,89,32,28,46,12,12,56,4,32,84,0,36,126,4,4,55,34,12,64,8,28,81,36,0,79,2,8,48,26,0,67,36,16,61,34,16,73,24,36,70,26,4,87,2,36,81
26,8,68,10,36,99,16,24,70,32,36,64,38,12,84,0,16,83,8,4,50,36,20,89,30,28,55,12,32,81,22,20,65,18,16,69,28,20,63,28,16,86,6,20,76,8,16,79,18,4,87,20,16,60,18,0,70,14,16,61,12,24,68,10,32,69,14,16,62,2,20,64,24,16,64,24,32,56,10,24,65,16,0,80,20,12,70,30,16,85
32,8,71,2,4,56,8,36,76,0,24,82,26,20,48,8,36,105,24,0,89,8,16,63,18,28,68,16,0,69,36,16,100,20,36,75,30,28,55,8,8,58,2,20,90,18,4,89,6,4,49,36,4,115,34,36,54,8,12,64,18,24,69,14,12,48,38,36,70,2,0,64,36,20,84,8,20,87,22,28,75,28,24,51,14,32,69,4,0,47
8,32,87,6,32,93,18,12,71,18,20,58,16,32,89,28,28,52,12,20,55,18,32,81,16,4,60,4,4,60,28,32,63,2,0,46,22,4,69,30,8,100,22,28,72,20,8,61,30,16,60,28,36,78,4,12,77,8,12,54,32,8,91,10,36,89,38,36,44,28,16,75,32,4,111,22,20,53,16,36,75,4,16,79,24,8,66,38,24,83
20,8,87,12,16,53,38,8,88,12,8,52,2,16,81,10,24,59,14,36,63,18,32,78,16,24,73,30,8,92,34,16,59,20,8,76,0,0,53,4,28,93,14,20,70,28,32,48,38,32,63,0,32,115,30,28,65,34,24,55,20,20,66,34,0,116,2,28,81,16,28,81,28,12,62,10,28,80,16,32,69,18,4,75,10,24,60,26,32,64
6,36,93,30,0,94,8,32,88,20,16,73,36,20,62,12,12,45,28,20,73,24,8,67,24,36,85,4,32,83,36,36,61,16,28,59,4,24,79,14,20,58,22,32,60,26,0,88,2,32,106,16,24,48,0,36,86,10,24,54,6,36,95,26,12,54,4,20,89,24,8,86,6,28,81,6,36,92,2,0,65,2,12,56,24,4,81,32,12,78
18,16,54,0,24,85,38,28,59,20,12,55,36,32,54,0,12,80,20,0,65,14,24,78,36,32,70,2,28,111,24,0,98,6,4,61,22,0,102,26,4,94,4,4,62,16,12,60,4,12,51,0,28,75,34,4,85,20,32,61,2,36,122,16,36,70,28,24,47,12,28,62,2,36,92,38,20,84,28,16,69,32,0,87,6,36,80,6,32,94
38,36,52,12,0,65,0,32,116,24,24,61,32,8,84,26,4,86,20,0,81,26,24,44,12,32,101,26,8,90,0,28,81,38,24,79,0,28,109,8,16,55,18,12,50,18,0,82,16,32,82,38,36,56,8,32,64,10,0,78,14,24,81,34,0,120,4,20,74,38,20,95,18,32,81,24,32,68,2,0,47,14,24,54,34,16,88,10,8,57
24,36,69,28,24,57,2,8,53,0,32,95,8,12,67,22,4,80,24,0,100,0,32,76,24,8,73,20,24,49,14,12,45,36,16,63,8,0,49,20,24,70,16,20,48,18,4,68,2,24,62,4,36,77,38,32,74,0,16,60,0,24,93,0,4,60,30,28,50,8,16,75,12,32,60,28,0,82,0,16,61,26,32,56,36,20,75,14,24,83
28,36,69,8,12,71,36,4,105,18,20,45,6,4,45,30,36,58,14,20,65,2,24,83,4,20,68,14,12,68,38,36,53,6,24,84,0,0,46,36,20,59,36,0,101,32,20,60,16,4,67,36,0,110,36,12,74,14,32,65,4,0,70,6,4,61,12,4,70,38,24,84,24,32,66,34,12,88,16,28,62,36,24,86,10,32,82,24,24,43
26,16,62,16,16,44,26,4,62,16,24,76,32,8,88,18,16,49,24,4,84,0,20,63,2,0,59,6,32,103,28,20,62,20,28,63,30,36,63,36,12,76,6,36,82,18,8,72,38,32,47,24,32,73,30,24,70,30,28,68,4,36,89,6,32,90,16,12,72,36,36,45,4,24,91,14,12,57,32,12,70,26,4,94,0,0,55,0,32,110
6,36,115,8,8,52,0,20,91,36,0,87,18,4,86,12,20,74,26,8,90,26,16,74,20,24,54,4,32,76,28,36,70,14,12,52,2,28,91,18,28,64,12,36,78,18,0,74,12,12,55,12,32,75,34,8,109,34,36,54,18,8,67,12,0,86,4,28,73,14,16,44,34,24,66,6,12,70,16,0,72,12,28,90,2,0,66,16,24,65
12,32,92,0,16,87,12,16,58,10,20,59,6,0,63,34,0,94,26,12,87,14,16,50,30,8,96,10,4,51,12,0,69,20,4,79,18,8,82,14,36,68,8,20,71,14,8,57,18,4,77,30,20,57,2,32,106,36,12,88,18,20,69,26,20,73,6,16,69,4,20,57,34,8,98,34,4,83,34,28,68,16,28,75,22,36,86,38,20,81
24,32,50,20,16,63,8,36,78,34,20,79,2,4,61,22,36,65,22,4,61,4,20,88,18,32,69,14,8,60,34,20,79,6,28,101,24,4,75,30,8,92,30,24,61,24,28,56,30,0,98,38,8,118,38,0,112,38,0,126,14,32,70,26,24,49,30,12,64,10,8,66,10,8,46,30,36,73,2,28,83,12,24,86,30,4,81,0,32,76
30,28,52,36,20,94,22,36,90,0,0,61,32,20,78,28,32,47,2,36,103,38,32,68,2,8,64,38,16,67,22,16,58,16,24,66,24,0,103,10,8,46,32,28,65,6,16,74,30,4,77,36,12,105,6,28,85,22,16,77,26,4,65,4,16,56,18,12,54,30,28,61,14,32,81,20,12,60,8,36,97,20,4,66,20,24,68,30,32,44
0,20,83,10,0,76,30,8,70,8,24,71,18,24,49,4,20,58,0,8,63,24,0,107,24,36,70,12,32,73,18,0,89,2,16,68,26,32,62,28,12,94,36,0,106,20,8,87,8,12,49,12,8,67,6,28,99,14,4,59,2,36,121,22,0,65,16,12,72,8,36,75,32,20,73,32,32,54,14,36,63,4,0,47,36,32,51,38,0,108
4,0,56,18,32,67,2,20,69,26,24,67,26,32,73,38,4,93,22,0,93,6,24,97,10,20,50,2,32,82,20,24,47,24,0,101,20,4,87,30,4,102,34,36,67,32,24,64,28,36,69,20,36,66,8,36,95,8,4,68,2,20,83,16,24,71,32,12,72,14,4,83,0,4,68,28,28,65,8,16,60,38,0,94,2,32,99,2,28,69
38,0,105,22,36,77,20,32,75,32,24,61,2,36,95,12,36,81,12,12,48,26,28,62,14,36,63,12,28,71,26,8,71,14,8,67,26,16,83,30,36,50,26,4,71,32,0,111,30,0,87,16,12,56,18,32,71,20,20,47,4,36,85,14,32,61,16,36,64,6,20,70,12,28,68,30,16,79,18,32,63,18,12,49,12,16,55,12,8,59
22,8,62,16,32,59,30,24,76,30,8,75,4,36,99,14,8,50,4,4,46,12,32,81,8,32,100,12,16,60,22,28,56,12,24,65,22,32,53,4,36,84,4,28,91,6,20,83,14,8,76,36,0,124,8,36,71,18,8,75,36,36,60,10,16,53,16,16,55,26,12,83,24,16,73,36,8,112,8,32,93,16,16,62,14,20,76,8,0,51
8,36,92,30,12,93,22,32,84,20,16,62,16,4,76,20,12,56,34,16,74,14,32,94,10,4,47,36,0,127,34,8,86,14,12,44,6,36,113,4,20,68,0,32,78,38,4,89,26,12,64,14,0,55,2,12,63,36,0,101,10,36,82,32,28,61,38,24,69,30,32,70,34,4,103,30,20,59,30,20,71,32,12,89,38,12,103,18,36,85
8,8,42,22,12,50,38,20,90,0,24,93,4,8,59,26,36,73,4,28,67,8,24,84,6,0,57,0,8,59,30,20,67,20,0,78,36,12,85,4,4,55,14,0,84,4,16,74,14,4,76,18,36,95,2,36,89,28,32,59,24,8,77,34,36,49,8,0,69,20,0,96,18,12,60,6,24,60,30,36,73,4,20,84,26,28,59,24,4,78
16,0,62,18,16,50,10,0,51,34,8,91,26,4,73,36,8,89,10,12,44,14,20,52,34,0,81,38,4,105,16,32,92,30,4,107,2,8,68,4,12,74,6,8,54,36,32,67,18,20,61,28,32,55,30,12,92,16,36,95,4,4,53,12,4,70,4,8,65,4,32,91,28,12,61,34,4,86,34,28,71,10,8,66,26,36,62,16,32,84
0,16,90,36,32,51,6,36,89,28,20,74,32,4,86,30,20,84,30,8,73,8,12,44,14,0,64,34,28,51,18,8,80,26,16,59,22,20,53,0,8,51,34,36,64,28,4,75,26,16,63,24,24,55,8,28,63,6,16,60,0,4,53,12,24,68,30,0,89,32,32,62,28,32,67,30,16,77,10,28,82,18,12,68,18,20,49,22,12,75
24,28,56,28,32,57,0,0,56,30,28,66,16,32,69,34,8,91,36,4,94,20,20,65,26,8,87,22,28,53,30,12,85,8,20,72,12,12,53,24,4,86,34,12,79,30,16,83,4,4,54,0,36,83,4,8,70,18,32,80,30,8,81,24,36,57,28,20,72,32,12,90,28,8,61,18,28,67,14,28,81,12,12,46,10,4,61,36,20,84
18,32,74,36,28,63,20,20,55,0,28,83,30,16,71,32,20,52,4,20,77,20,24,62,22,20,60,38,8,72,38,24,66,34,4,73,24,4,92,30,24,66,22,12,71,26,28,48,20,16,65,14,32,58,28,32,63,10,4,67,14,28,56,12,28,93,12,24,85,20,12,67,4,4,57,16,8,76,34,24,66,12,24,82,0,12,69,6,32,109
18,24,61,24,16,79,34,36,48,12,36,101,10,16,52,20,36,77,0,16,70,28,4,102,36,24,63,8,36,96,24,12,71,0,8,63,4,4,55,18,24,46,36,28,50,36,36,56,34,24,50,18,20,70,12,16,66,24,0,79,10,8,43,28,8,62,20,36,93,36,32,61,34,4,80,6,8,45,12,0,73,24,16,71,30,20,61,12,32,87
8,20,73,14,32,66,0,36,81,6,36,80,4,36,103,26,4,103,28,36,76,34,0,108,16,8,61,0,16,66,12,28,94,22,20,52,32,16,63,0,16,80,22,24,53,14,36,93,24,4,61,0,24,102,6,20,84,10,32,90,38,28,83,32,32,66,20,32,59,26,8,58,10,28,84,0,12,59,10,20,59,20,4,65,12,16,45,6,12,47
22,12,77,0,16,89,24,20,67,4,28,89,12,0,53,2,36,103,24,32,64,2,16,68,34,16,70,36,0,91,28,16,66,22,24,54,24,8,60,8,36,93,26,12,87,24,4,74,6,12,76,8,24,77,28,8,92,34,24,70,4,36,95,24,28,46,14,20,55,28,16,58,24,24,53,14,36,91,10,0,65,34,4,72,18,32,86,10,0,70
38,24,72,24,4,76,22,4,79,26,12,75,4,0,53,14,4,58,24,12,59,18,16,59,34,16,72,4,0,64,22,20,58,22,20,44,26,32,49,38,24,63,28,28,65,36,32,44,6,28,92,6,24,59,12,0,57,36,8,78,22,4,58,20,0,74,0,20,72,12,0,72,28,8,80,0,24,83,26,28,45,4,16,59,4,24,90,20,32,71
20,28,56,14,8,63,10,20,59,38,4,93,28,4,67,22,28,77,6,8,67,18,8,73,26,32,68,38,0,83,14,4,78,18,36,67,8,32,77,24,4,72,16,28,79,12,32,101,20,12,74,38,24,60,18,0,65,36,12,92,24,28,45,12,28,58,0,28,88,30,4,70,38,8,109,18,0,61,8,24,75,34,32,52,6,0,66,34,0,93
38,36,61,6,32,77,22,12,73,38,20,66,26,20,56,0,20,65,20,28,51,12,16,51,32,0,102,22,8,54,30,16,76,24,24,63,0,4,59,8,24,80,24,32,51,2,20,92,28,20,61,14,24,51,18,24,66,2,32,88,20,4,56,10,28,68,22,12,64,8,8,40,0,8,52,22,24,53,26,32,74,36,32,59,20,8,69,22,12,77
32,32,45,38,20,78,26,24,63,6,8,47,26,28,58,16,0,91,0,28,93,20,32,87,18,28,84,10,28,63,24,24,64,18,32,90,18,16,61,0,16,88,18,20,56,8,20,87,14,36,95,36,0,120,10,28,84,36,32,72,10,20,77,32,28,61,34,4,98,26,16,64,36,16,64,26,16,64,0,20,61,18,16,60,6,28,93,16,0,81
6,12,66,16,24,77,6,32,102,26,32,50,6,0,62,24,24,58,30,4,72,26,12,81,38,20,93,34,32,43,6,16,52,16,12,66,10,32,103,2,12,54,38,16,79,0,8,49,12,8,44,4,8,67,22,28,61,32,28,50,10,4,60,4,4,51,38,12,86,8,24,84,0,20,63,0,24,74,8,24,76,26,8,69,30,4,81,16,0,72
30,4,83,10,24,62,8,20,87,36,16,81,4,24,79,26,0,78,20,16,44,4,4,47,30,24,47,6,8,56,4,0,53,20,20,63,38,36,43,4,28,92,24,24,64,12,20,48,34,20,88,34,8,99,6,0,67,18,32,80,0,4,59,16,32,66,32,4,78,38,28,61,30,24,67,20,4,72,24,4,83,2,4,66,28,4,104,28,36,80
24,36,67,26,28,51,36,28,70,4,28,86,8,16,59,2,12,83,22,4,92,18,28,57,30,16,79,4,32,70,22,8,67,2,0,62,6,4,60,32,16,70,12,4,49,38,32,73,16,32,89,12,16,67,14,20,76,18,8,52,0,8,48,2,4,46,38,24,90,24,8,90,22,32,84,32,20,81,24,8,91,14,16,63,0,12,82,20,12,77
20,24,68,24,20,47,16,12,72,18,4,57,22,20,48,16,4,63,2,16,62,30,24,66,32,36,46,32,28,54,26,32,76,30,24,68,10,4,59,8,8,47,8,20,74,10,20,84,30,4,81,18,16,62,32,8,83,18,8,71,26,16,81,32,28,53,12,24,80,10,20,70,14,16,58,12,8,48,36,16,94,28,24,70,26,24,49,38,36,60
22,16,59,2,12,54,34,32,46,18,8,80,6,28,95,28,32,61,12,4,62,8,32,78,18,12,57,28,12,69,14,0,60,22,28,49,30,16,57,12,36,102,22,36,55,28,4,100,20,4,86,38,12,68,38,32,57,20,4,81,16,8,56,16,36,96,20,32,66,26,16,74,14,8,51,30,24,59,36,16,89,30,16,58,0,12,74,8,32,93
30,16,82,12,0,58,22,0,77,20,36,71,34,16,84,32,12,72,34,20,89,6,36,70,4,8,67,4,32,68,16,28,80,38,24,70,16,8,49,0,32,85,26,4,76,6,8,58,8,24,94,2,32,102,20,20,53,10,28,96,8,36,76,26,0,70,38,12,72,16,16,47,24,24,46,30,8,79,32,24,72,14,24,77,36,4,102,10,8,61
10,12,61,10,20,79,20,16,59,8,12,60,38,24,56,16,12,64,22,28,48,8,32,70,8,32,90,4,32,105,6,16,55,36,32,66,0,28,77,22,8,69,24,36,66,34,8,99,20,16,52,0,16,90,20,8,60,14,16,52,2,4,49,24,24,44,0,24,85,22,32,57,14,0,65,6,24,71,30,24,56,30,16,56,2,32,76,12,16,63
10,32,67,20,36,61,6,4,54,30,20,68,18,12,76,28,24,51,2,28,79,14,36,83,14,0,63,4,8,60,8,28,62,16,24,65,24,20,70,32,36,73,16,8,60,14,12,53,12,36,82,16,20,58,20,28,60,8,28,82,32,32,52,16,8,60,20,8,60,38,32,71,36,8,84,38,32,71,8,4,55,0,28,109,10,8,63,34,20,87
16,24,78,26,28,70,14,32,74,32,36,67,18,24,55,28,4,84,16,28,64,8,12,58,6,12,53,32,36,57,14,20,64,16,20,72,36,20,79,30,28,57,10,32,63,20,12,68,18,0,60,20,16,46,32,4,95,8,28,78,18,28,56,20,28,56,6,12,77,10,8,70,30,12,62,4,36,102,32,4,95,0,12,67,24,0,95,18,8,54
26,20,48,18,24,54,32,8,94,10,0,65,24,20,58,12,32,92,22,36,60,14,8,57,12,4,48,8,32,93,28,12,80,18,24,57,10,24,59,32,16,84,2,28,78,16,4,81,36,4,72,36,32,48,4,8,59,2,12,52,36,36,64,26,36,62,38,4,121,30,20,55,30,4,69,12,4,77,12,16,67,12,16,48,36,12,74,2,12,79
4,24,73,26,28,66,14,28,61,12,32,88,22,28,71,22,0,103,36,16,72,30,8,80,18,24,57,38,36,46,30,20,58,28,36,67,18,24,64,22,36,74,22,32,72,2,16,71,24,12,54,2,24,80,24,28,48,26,36,79,24,28,66,8,8,46,6,4,69,34,16,84,2,12,64,8,36,91,14,0,67,16,0,73,14,36,104,6,28,80
10,16,52,0,12,61,10,16,51,12,24,71,30,16,73,12,36,100,16,36,69,14,36,88,38,0,119,10,24,84,26,36,79,26,4,81,24,28,58,32,12,72,38,16,76,18,8,71,0,24,98,16,0,81,6,28,83,16,16,54,28,24,63,4,8,69,6,36,83,4,32,100,30,0,118,16,28,55,36,16,97,10,36,80,16,0,60,32,24,60
2,8,67,18,12,47,32,16,73,24,0,70,0,28,75,12,16,50,20,4,86,0,24,77,32,12,62,34,20,82,28,0,98,14,4,74,12,4,56,6,16,62,38,8,118,30,0,74,34,28,58,2,8,73,34,4,97,36,20,68,18,8,54,0,28,84,30,24,73,8,20,60,14,28,76,36,28,73,18,8,78,18,32,60,32,32,61,14,20,54
16,12,54,16,32,79,10,0,76,18,12,68,18,32,79,20,16,66,10,24,87,0,4,55,8,12,46,32,24,71,38,32,55,26,32,68,6,24,66,2,16,78,24,20,63,14,4,55,20,20,65,32,36,48,4,20,84,4,8,51,38,28,80,30,36,77,20,8,53,22,16,65,6,16,55,0,8,58,22,16,48,22,16,71,18,28,54,6,28,90
12,12,60,12,4,79,12,36,78,2,4,61,18,8,61,8,8,62,28,32,51,20,32,86,36,36,56,32,0,108,4,0,53,4,36,86,6,16,64,2,20,63,6,28,66,18,24,55,0,16,59,0,20,86,8,8,50,0,36,106,28,8,100,34,8,68,2,36,92,12,0,70,20,12,71,4,24,86,28,8,101,2,4,55,4,24,77,34,16,58
32,16,72,16,4,62,2,32,90,30,20,52,8,12,58,4,8,66,12,16,52,24,8,61,26,36,81,16,24,56,22,8,71,0,28,114,18,28,62,6,36,105,34,4,78,28,36,55,14,24,68,38,0,101,34,28,60,10,8,45,10,32,91,26,20,67,0,0,59,38,4,106,24,24,64,36,36,50,34,8,97,10,0,57,20,16,50,16,4,79
34,20,76,0,12,55,18,20,46,24,16,54,0,16,73,30,28,60,4,20,56,36,20,75,30,20,69,36,4,103,2,16,67,20,28,49,4,36,89,30,20,61,26,16,63,18,0,85,36,16,64,0,36,106,22,4,97,8,24,77,12,8,57,26,12,64,10,4,75,38,0,113,0,8,67,6,28,79,10,12,65,26,4,98,6,28,83,18,24,60
10,36,80,26,20,70,16,32,65,18,20,63,8,24,80,28,0,74,0,20,89,0,16,71,0,4,72,38,20,68,16,20,67,6,24,88,26,16,75,22,32,68,18,28,68,8,28,89,2,36,118,28,8,69,6,4,46,14,32,87,8,24,85,10,24,74,24,28,52,22,32,83,16,12,57,22,28,76,30,36,49,12,4,53,0,16,66,0,28,86
30,24,51,12,4,72,4,0,48,0,8,69,34,16,59,34,36,56,26,16,78,14,8,49,8,12,55,26,16,70,16,20,50,30,12,70,20,8,82,34,16,77,34,12,96,22,16,64,12,4,49,4,24,83,12,16,66,32,24,61,14,32,61,24,16,67,8,0,62,14,20,63,4,24,92,28,36,70,26,8,59,12,8,44,24,24,66,34,36,46
0,28,95,38,4,88,26,20,76,34,28,64,24,0,86,18,20,47,4,12,52,8,16,73,22,36,65,0,0,59,26,0,90,16,36,62,30,4,68,38,12,67,34,32,67,2,24,63,32,36,57,16,20,44,6,0,59,6,24,72,0,4,73,0,0,56,4,32,103,12,28,63,30,4,69,8,24,79,20,4,76,36,8,73,30,20,67,18,0,58
2,24,102,12,20,50,32,24,76,34,12,90,14,0,54,18,12,66,16,12,65,2,32,76,22,28,63,30,28,55,22,24,59,4,16,78,4,36,92,32,4,74,36,24,74,22,0,78,20,24,57,0,0,53,14,0,74,32,8,71,20,28,50,18,12,63,38,16,84,34,4,108,14,28,80,18,4,86,12,4,60,28,32,61,6,16,67,38,28,77
4,32,69,30,8,73,6,8,45,8,4,49,20,0,80,2,24,94,12,8,61,34,16,76,22,4,64,22,24,51,20,24,45,4,4,45,14,12,50,28,0,68,14,28,60,38,4,95,0,20,83,24,4,80,36,8,81,30,12,93,38,20,65,34,28,71,12,28,90,32,0,104,38,4,98,22,32,53,4,28,96,22,20,70,4,0,45,16,20,50
0,20,101,6,12,67,34,24,70,6,36,97,10,28,95,2,20,71,8,20,65,16,36,74,6,0,64,22,12,83,4,32,99,6,28,83,6,32,96,32,8,105,12,4,66,20,12,60,34,28,65,36,24,69,30,20,63,36,16,75,10,12,53,10,8,61,6,28,63,20,36,77,14,28,64,36,28,69,10,0,55,0,8,67,28,0,102,18,0,70
24,24,59,18,32,65,4,8,45,22,24,61,18,12,54,26,0,85,6,20,70,20,12,53,2,0,69,20,4,88,20,16,72,6,16,84,34,28,60,6,28,87,30,24,52,18,16,55,30,16,57,30,24,71,12,20,59,20,32,53,32,20,83,36,28,80,2,8,71,4,32,74,32,12,65,0,12,75,28,4,88,24,0,87,8,16,73,18,0,86
20,12,75,32,12,86,12,0,83,26,4,69,6,0,53,2,16,61,26,0,106,18,20,66,14,0,66,36,4,92,32,8,77,26,4,75,4,24,88,34,20,67,6,28,85,6,8,57,34,16,87,12,32,71,30,24,74,22,8,73,32,4,100,2,28,78,14,16,61,38,16,94,22,36,58,0,4,69,8,4,51,22,20,52,28,36,52,18,12,77
30,0,111,14,32,68,18,20,56,6,0,74,4,0,45,0,20,70,26,4,85,10,20,50,30,36,66,38,0,95,22,20,54,10,12,43,30,8,82,4,20,82,18,28,77,20,4,82,6,24,76,28,0,105,22,0,99,30,12,96,6,20,66,26,28,65,6,4,59,32,12,66,4,4,59,28,28,60,20,24,58,32,24,60,34,12,63,16,0,75
12,24,84,8,28,65,38,28,70,38,36,47,0,16,74,26,4,89,8,4,68,30,16,59,38,24,80,22,32,64,0,32,96,26,20,52,36,20,83,36,24,70,6,8,56,14,20,55,28,28,59,0,36,120,20,20,57,30,28,59,2,28,88,12,0,67,24,28,72,0,8,74,38,28,66,22,12,61,34,36,66,30,36,57,32,24,60,24,0,101
