source_0,destination_0,source_1,destination_1,source_2,destination_2,source_3,destination_3,source_4,destination_4,source_5,destination_5,source_6,destination_6,source_7,destination_7
0,0,0,4,2,0,2,4,4,4,6,6,8,2,8,8
0,2,0,2,0,6,2,8,4,0,4,6,6,0,8,6
0,2,0,4,2,4,2,6,2,6,4,2,6,0,8,6
0,0,0,4,0,8,4,0,6,2,6,6,8,6,8,6
0,2,0,2,0,4,2,2,2,8,4,6,6,6,8,4
0,4,0,8,2,4,2,8,4,4,4,6,6,4,6,4
0,0,0,4,0,6,2,8,2,8,4,0,4,0,8,0
0,2,0,4,0,4,0,6,4,6,6,6,8,6,8,8
2,0,6,4,6,6,8,0,8,6,8,6,8,8,8,8
0,0,0,8,2,0,2,4,4,4,4,4,4,6,6,4
0,8,2,0,4,0,4,4,4,4,4,6,6,6,8,4
0,0,0,4,4,4,4,8,4,8,8,0,8,4,8,6
0,6,0,6,0,8,2,2,2,8,6,2,6,4,8,0
2,0,6,0,6,0,6,4,6,6,8,6,8,8,8,8
0,4,0,6,0,6,2,2,2,4,4,2,8,2,8,6
0,4,2,0,4,0,4,4,6,0,6,0,6,2,8,0
0,0,0,0,2,4,2,4,2,4,4,2,4,8,6,6
0,6,2,8,6,0,6,8,8,0,8,0,8,6,8,8
0,8,2,4,2,6,2,6,6,0,6,6,8,6,8,8
2,2,2,8,4,2,4,2,6,8,8,6,8,8,8,8
0,4,2,0,4,2,4,2,4,6,6,4,6,4,8,8
2,2,2,2,2,4,4,2,4,6,4,8,8,2,8,6
2,0,2,0,4,0,4,4,4,6,6,0,6,2,6,6
0,8,2,2,2,8,4,4,4,8,6,0,6,4,6,4
0,2,0,2,2,8,2,8,4,6,6,2,8,2,8,8
0,4,4,4,4,6,4,8,6,2,8,0,8,0,8,2
0,0,2,8,4,0,4,2,4,6,6,0,8,2,8,4
0,2,2,0,2,0,2,2,4,2,4,4,6,2,8,6
0,0,0,2,0,4,0,8,2,0,2,0,2,2,4,4
0,6,2,0,2,0,2,0,4,0,6,4,8,2,8,6
0,0,2,0,4,0,4,0,6,0,6,2,6,8,8,2
0,0,2,6,4,0,4,0,4,0,4,4,6,8,8,2
0,0,0,8,2,0,2,0,2,8,4,0,6,4,8,8
0,4,2,2,2,8,2,8,4,8,6,2,8,2,8,8
2,2,2,6,4,0,4,4,6,8,8,0,8,2,8,6
0,2,0,4,2,2,2,4,6,2,6,6,8,0,8,0
0,0,0,2,0,8,4,2,4,4,6,8,8,4,8,8
0,8,2,4,4,6,4,8,4,8,6,0,6,6,8,0
2,6,6,6,6,6,6,8,8,4,8,4,8,6,8,8
4,0,4,2,4,6,6,2,6,2,6,4,8,4,8,8
0,0,2,0,2,6,6,2,8,0,8,6,8,6,8,8
0,0,0,6,4,2,4,2,4,6,6,2,8,6,8,6
0,8,2,0,2,2,4,0,6,0,6,4,6,4,8,0
0,0,6,6,6,6,8,2,8,4,8,4,8,6,8,8
2,8,4,6,4,6,6,2,8,2,8,2,8,8,8,8
0,8,4,6,4,8,6,0,6,2,6,4,6,8,8,8
0,0,0,2,2,4,4,6,6,6,8,4,8,6,8,6
0,6,0,6,0,8,2,4,4,0,6,8,8,8,8,8
0,8,2,0,2,8,4,2,4,6,4,8,6,0,8,8
0,2,0,6,2,4,4,0,4,2,4,4,8,0,8,2
0,4,2,0,2,4,2,8,6,4,8,0,8,2,8,8
0,0,0,0,0,2,0,6,6,0,6,0,6,6,8,4
0,6,2,0,2,4,2,8,6,0,8,2,8,6,8,6
0,4,0,6,0,6,0,6,2,0,2,4,4,2,8,0
2,0,2,6,2,8,6,0,6,4,8,2,8,2,8,4
0,8,2,8,4,6,6,6,6,8,8,0,8,0,8,4
2,6,2,6,4,0,4,0,6,6,6,8,8,0,8,2
0,2,0,2,0,6,2,6,4,6,4,8,8,2,8,2
2,0,2,6,4,6,8,0,8,0,8,0,8,0,8,6
0,6,0,6,2,2,4,2,4,4,6,0,6,6,6,8
0,2,2,0,2,4,4,0,4,4,4,6,6,0,8,4
0,0,0,6,2,0,2,8,4,2,4,8,6,0,6,4
0,0,0,6,2,0,2,4,2,6,4,6,4,6,6,0
0,0,0,2,2,0,2,8,4,2,4,4,8,4,8,4
0,2,2,6,2,6,4,2,4,4,4,6,6,2,8,2
0,4,4,8,4,8,4,8,6,2,6,8,6,8,8,2
0,0,2,8,2,8,6,0,6,4,6,6,8,8,8,8
0,0,2,2,4,4,4,4,6,2,6,8,8,0,8,8
0,2,0,2,0,4,2,6,4,0,6,0,6,2,6,8
0,6,2,0,2,8,4,8,4,8,4,8,8,4,8,8
0,6,2,0,2,2,2,6,6,0,6,2,6,6,8,2
2,2,4,0,4,2,6,0,6,2,6,4,8,2,8,8
2,8,4,0,4,2,6,0,6,2,8,2,8,2,8,4
0,4,2,8,4,2,4,4,4,8,6,4,8,0,8,4
0,4,2,4,4,4,6,0,6,6,8,4,8,6,8,8
0,2,0,6,2,2,2,4,4,0,4,4,6,6,6,8
2,0,2,0,2,4,2,6,2,8,6,0,6,2,6,4
0,2,0,4,0,8,2,0,4,6,6,2,8,6,8,8
0,4,0,8,2,0,2,8,4,8,6,2,8,0,8,8
0,0,0,8,4,2,4,2,4,6,6,4,8,2,8,2
0,8,2,6,4,2,4,6,6,8,8,2,8,4,8,8
2,2,4,0,4,2,4,8,8,0,8,2,8,8,8,8
2,0,2,4,2,8,2,8,4,8,6,2,8,4,8,4
2,0,2,8,4,0,4,8,6,4,6,6,8,4,8,4
0,0,0,2,0,6,4,2,6,4,8,0,8,4,8,6
2,8,4,2,4,8,6,0,6,4,6,6,6,6,8,2
0,0,0,4,2,8,4,8,6,0,6,0,8,0,8,0
0,0,0,4,0,8,2,0,6,0,6,2,6,2,6,8
0,4,0,6,2,0,4,6,6,0,6,4,6,8,8,6
0,0,0,6,0,8,0,8,4,8,6,6,6,6,8,4
0,4,2,6,4,0,4,8,6,4,6,4,8,6,8,6
0,2,0,6,2,2,2,6,2,6,4,4,4,8,6,6
0,4,4,0,4,8,6,2,6,8,8,0,8,2,8,6
0,2,2,2,2,8,2,8,4,0,4,2,8,2,8,4
0,0,4,2,4,4,6,0,6,2,6,2,8,0,8,6
0,6,0,8,2,0,2,2,4,0,4,2,6,4,6,4
2,4,2,4,2,6,2,6,4,6,6,4,6,8,8,8
0,0,0,4,0,6,2,8,2,8,4,0,6,2,8,4
0,0,0,6,2,0,4,0,4,4,6,2,8,2,8,6
0,0,2,2,2,8,4,0,4,4,4,8,8,6,8,8
0,2,0,6,4,4,4,6,8,2,8,4,8,6,8,6
2,2,2,2,4,0,4,2,4,6,4,6,8,0,8,4
0,2,0,2,0,6,4,0,4,6,4,8,8,0,8,4
0,2,0,4,0,4,0,8,2,6,2,8,4,8,6,0
0,2,2,8,2,8,4,2,4,2,4,4,6,0,8,0
0,0,0,0,0,6,0,8,2,4,6,4,8,0,8,2
0,2,0,4,0,6,2,2,2,6,4,2,6,6,8,0
0,2,0,6,0,8,2,6,8,4,8,4,8,6,8,6
0,4,4,2,4,8,6,6,6,6,8,0,8,2,8,8
0,4,4,2,4,4,4,6,6,0,6,2,8,4,8,8
0,2,2,2,2,2,2,4,2,4,2,8,6,6,6,8
0,8,2,2,4,0,4,4,4,8,6,6,8,2,8,4
0,0,0,2,0,8,2,0,2,0,2,6,6,4,8,2
0,0,0,8,0,8,0,8,6,0,6,4,6,6,6,6
0,4,0,6,2,6,4,0,4,4,4,6,6,0,8,4
0,0,2,0,2,4,2,8,4,2,6,0,8,0,8,8
0,2,0,2,0,8,2,0,2,8,4,0,6,2,6,8
0,2,2,0,4,6,4,8,6,2,6,2,8,2,8,4
0,2,2,0,4,0,6,2,6,4,6,6,8,6,8,6
0,4,2,2,2,2,4,0,6,4,6,6,6,8,8,6
0,0,2,0,6,0,6,4,8,0,8,2,8,6,8,8
0,0,0,8,2,0,2,2,2,2,6,0,6,6,6,8
0,4,4,6,8,4,8,4,8,6,8,6,8,8,8,8
0,4,0,4,2,0,2,6,6,2,8,4,8,6,8,6
0,6,0,8,2,4,2,4,2,6,4,2,8,4,8,6
0,0,0,8,2,6,2,6,4,6,6,6,6,8,8,0
0,8,4,4,4,6,6,2,6,4,8,2,8,4,8,4
0,0,0,8,2,8,4,0,4,4,6,6,8,2,8,8
0,4,2,2,4,0,4,6,6,0,8,2,8,6,8,8
0,0,0,2,0,2,4,4,6,4,6,6,6,8,8,8
0,2,2,4,2,6,4,2,6,0,6,4,8,4,8,8
0,6,0,8,0,8,2,2,4,6,4,8,6,2,6,2
0,0,2,6,4,6,6,2,6,2,6,4,8,4,8,8
0,0,0,6,2,0,2,0,2,2,2,6,2,8,8,4
0,0,2,8,4,2,4,6,6,2,6,2,6,8,8,4
0,2,0,8,4,4,4,4,4,6,6,4,8,6,8,6
0,4,0,8,2,8,2,8,4,4,4,6,6,6,8,0
0,0,2,4,4,2,4,8,4,8,6,4,6,6,8,0
0,2,0,2,0,6,2,2,2,4,4,0,4,4,6,0
0,2,2,6,2,8,4,0,4,6,4,6,6,0,8,4
2,0,4,4,4,6,6,8,6,8,8,2,8,2,8,6
2,2,2,2,4,0,4,2,4,4,4,8,6,6,8,2
0,6,0,8,2,0,2,2,2,8,6,6,6,8,8,6
0,4,2,0,2,8,4,2,4,2,8,0,8,2,8,4
0,2,2,0,2,6,4,0,4,4,4,6,6,6,8,0
0,8,2,4,2,8,2,8,4,0,4,6,6,8,8,2
0,4,0,8,2,2,2,4,4,4,6,0,8,8,8,8
0,2,0,4,0,4,2,4,4,6,4,8,6,6,8,2
0,2,0,6,0,6,2,6,4,0,4,2,8,0,8,4
0,2,2,2,2,4,2,8,4,4,6,0,8,2,8,8
2,0,2,0,2,4,4,4,6,4,6,4,6,6,8,6
2,4,2,4,2,4,4,0,4,2,4,6,4,8,8,2
0,4,0,6,2,0,4,2,4,4,4,4,6,8,8,0
0,8,2,2,2,6,2,6,6,2,6,4,6,8,8,8
0,4,0,6,2,4,4,4,4,8,6,0,6,2,6,2
2,8,2,8,2,8,4,2,4,4,4,8,6,4,8,4
0,4,0,4,0,6,4,6,6,4,6,8,8,4,8,6
2,4,4,8,6,0,6,0,6,2,6,8,6,8,8,2
0,0,0,2,0,4,4,8,4,8,8,0,8,0,8,8
0,4,0,6,4,0,4,2,6,0,6,6,6,8,6,8
0,8,4,2,6,2,6,8,8,0,8,0,8,2,8,4
0,0,0,0,6,0,6,2,6,6,8,2,8,4,8,6
0,0,0,8,2,2,2,4,2,6,4,0,4,4,8,2
2,2,2,2,2,2,4,0,4,6,6,0,6,2,6,8
2,4,2,4,6,6,6,6,6,6,8,0,8,2,8,6
0,2,0,6,2,0,2,4,4,6,4,8,6,0,8,6
0,8,0,8,2,4,4,0,6,0,6,4,6,6,8,2
0,0,0,2,2,6,4,2,4,6,4,6,8,0,8,6
0,8,4,0,4,4,4,6,6,2,6,4,6,6,6,8
0,4,0,6,2,2,4,4,6,0,6,2,8,6,8,8
0,2,0,4,2,2,4,4,4,8,6,0,6,6,8,0
0,2,0,4,0,4,2,2,4,2,4,2,4,6,8,0
0,2,0,8,4,8,4,8,4,8,6,6,8,0,8,2
0,8,2,0,2,0,4,0,4,2,6,0,8,2,8,6
0,8,0,8,2,0,4,0,4,8,6,4,8,0,8,0
0,4,0,8,2,0,2,2,4,0,6,0,8,0,8,2
0,0,2,8,4,2,4,4,6,4,6,6,6,6,8,2
2,0,2,8,4,0,4,8,6,2,8,4,8,6,8,8
2,2,2,8,4,0,4,0,4,2,4,8,8,6,8,8
0,6,0,6,2,2,6,6,8,0,8,4,8,4,8,8
0,2,2,2,4,4,4,6,4,6,6,0,6,2,8,6
0,6,4,0,4,8,6,0,6,0,6,2,6,8,8,2
0,0,0,4,2,2,2,4,2,4,4,0,4,8,8,0
2,4,4,4,6,0,6,2,6,6,8,4,8,6,8,8
0,0,0,2,0,6,2,0,4,4,4,8,6,6,6,8
0,6,4,2,6,4,6,6,8,0,8,6,8,8,8,8
0,0,0,4,2,2,6,6,6,6,6,8,8,4,8,8
0,0,0,0,2,8,6,4,6,4,8,2,8,2,8,6
2,0,2,4,2,8,2,8,2,8,4,2,4,8,6,6
0,4,2,0,2,2,2,2,4,2,6,0,8,0,8,8
2,0,2,6,4,0,4,2,4,8,6,0,6,6,8,0
0,0,0,2,0,2,0,4,2,0,2,6,8,6,8,6
0,6,4,8,6,4,8,2,8,4,8,4,8,8,8,8
0,6,2,0,4,2,4,6,4,8,4,8,6,0,6,2
0,2,0,6,0,8,2,0,2,2,2,4,6,4,8,0
0,4,0,6,2,4,4,2,4,2,6,6,6,8,8,6
0,6,2,0,4,4,6,4,8,0,8,0,8,4,8,8
0,2,0,6,2,8,4,0,4,4,4,8,6,2,6,4
0,2,0,8,2,2,4,6,4,8,6,8,8,0,8,8
0,2,0,6,2,0,4,0,6,0,6,8,8,4,8,6
0,8,0,8,2,6,2,8,4,4,6,6,8,4,8,6
0,4,0,6,2,4,2,6,2,6,2,8,8,2,8,4
4,2,4,2,4,6,6,0,6,2,8,2,8,4,8,8
0,4,0,6,4,0,4,2,4,8,4,8,8,2,8,8
2,2,2,2,4,2,4,8,6,6,8,0,8,2,8,4
0,4,0,4,0,6,2,0,6,0,6,4,8,0,8,4
0,4,0,8,2,0,2,6,6,6,8,4,8,4,8,6
0,6,0,8,4,2,4,2,6,6,6,6,8,2,8,6
0,0,0,8,0,8,4,4,6,0,6,2,6,6,8,8
2,2,2,2,2,6,4,0,4,8,6,0,6,4,6,8
0,0,0,0,4,2,4,4,6,2,8,0,8,0,8,0
2,6,4,2,4,6,4,8,6,6,6,6,6,8,6,8
0,4,0,8,2,0,2,8,2,8,4,2,6,8,8,4
0,8,0,8,2,0,2,0,2,6,2,8,4,0,4,0
0,0,2,6,2,8,4,2,4,6,4,6,6,0,6,2
2,6,4,8,6,0,6,2,6,4,6,6,8,6,8,8
2,2,2,4,6,6,8,2,8,6,8,6,8,8,8,8
0,6,0,6,4,0,4,8,6,4,6,6,6,8,8,0
0,0,0,8,2,4,4,2,4,4,6,0,6,8,8,4
0,2,2,0,2,2,2,4,4,0,4,8,6,4,8,0
0,4,0,6,2,0,2,6,2,8,4,0,4,4,8,8
0,6,0,8,2,0,2,0,2,6,4,0,4,6,8,0
0,4,0,6,0,8,2,4,2,4,2,8,4,0,4,2
0,2,0,4,2,6,2,6,2,8,6,6,8,4,8,6
0,0,4,2,6,2,6,6,8,0,8,2,8,2,8,4
0,8,4,4,4,8,4,8,6,6,6,6,8,0,8,0
0,4,0,6,4,2,4,2,4,6,6,8,6,8,8,6
0,8,2,0,2,2,2,8,4,6,6,2,6,8,8,6
2,2,2,2,2,4,2,8,4,2,6,6,8,6,8,6
0,0,2,0,2,4,4,2,6,0,6,4,6,6,6,8
2,0,2,6,2,6,2,6,6,0,6,0,6,2,6,8
0,6,0,8,2,6,4,4,4,6,4,6,8,4,8,6
0,8,0,8,2,2,6,0,6,0,6,4,6,8,8,0
0,0,0,0,0,2,4,4,4,6,4,8,6,0,6,2
0,2,0,4,0,8,2,2,2,4,2,8,4,0,6,6
0,0,0,6,0,8,2,2,2,2,2,4,8,0,8,2
0,4,2,0,2,2,4,0,4,2,6,0,6,6,8,6
4,0,4,0,4,6,4,8,4,8,6,4,6,4,8,4
0,8,2,6,4,0,6,4,6,8,8,0,8,4,8,4
0,0,2,0,2,0,2,4,2,8,4,6,4,6,8,2
0,4,2,2,2,6,4,6,6,0,6,2,8,6,8,8
0,2,0,4,2,4,4,0,6,4,6,6,6,8,8,2
0,8,2,2,2,8,4,2,4,4,6,4,8,8,8,8
0,0,0,4,4,4,6,0,6,0,6,2,6,2,8,6
0,4,0,6,0,8,4,0,4,8,6,6,8,0,8,8
2,2,2,4,4,6,4,8,6,4,6,6,8,2,8,4
0,0,0,6,0,6,2,0,6,2,8,2,8,4,8,8
2,0,2,6,4,2,6,0,6,2,6,8,8,8,8,8
0,0,2,0,2,0,2,4,4,6,6,2,6,6,8,8
0,0,0,4,2,2,2,8,4,6,6,0,6,6,6,8
0,6,2,0,2,2,2,4,2,8,4,0,4,2,6,6
0,0,2,8,2,8,4,4,4,6,4,8,8,2,8,6
0,2,2,2,2,2,2,8,4,2,4,6,8,6,8,6
2,0,2,6,4,4,4,8,6,0,6,8,8,0,8,6
2,0,2,2,2,4,2,4,2,6,2,6,4,0,8,4
0,2,0,4,0,6,2,6,4,0,6,6,8,2,8,4
0,8,2,0,2,2,4,2,4,2,4,8,6,6,8,4
0,4,0,6,2,2,2,4,2,4,4,8,6,4,8,4
0,0,0,0,0,8,4,2,4,8,4,8,6,2,6,6
0,0,0,4,0,6,0,8,6,4,6,4,8,4,8,6
0,4,0,8,2,4,2,6,4,4,6,0,6,6,8,2
0,4,2,0,2,2,2,6,4,6,6,4,6,8,8,4
0,4,0,6,2,6,4,2,4,2,4,4,6,8,8,6
0,0,0,8,2,2,4,4,6,0,6,2,6,8,8,4
2,4,4,4,4,4,4,6,6,2,6,2,6,2,8,4
0,0,0,8,2,0,6,4,6,6,6,8,8,2,8,8
0,0,2,0,2,6,2,8,4,2,4,2,4,6,8,0
0,6,2,0,2,4,2,4,2,6,4,8,6,4,8,8
2,4,4,2,4,8,6,2,6,4,8,0,8,0,8,6
0,6,0,6,2,4,2,4,4,2,4,6,4,8,8,4
0,2,0,2,0,8,4,2,4,2,6,2,6,2,8,4
0,4,2,0,2,0,2,6,4,4,4,8,6,0,8,2
0,2,0,8,2,0,4,4,6,4,8,4,8,4,8,8
0,2,0,2,0,8,4,4,6,2,6,8,8,2,8,4
2,6,6,0,6,0,6,4,8,0,8,2,8,2,8,8
0,0,0,0,0,4,4,0,4,8,6,0,6,8,8,0
0,4,2,6,2,8,4,8,6,4,8,2,8,6,8,8
0,4,4,8,6,0,6,2,6,4,6,8,6,8,8,0
0,2,0,6,4,2,4,2,6,0,6,2,8,4,8,4
0,4,2,4,2,8,4,0,6,2,6,6,6,8,8,0
2,6,4,8,6,0,6,6,6,8,8,0,8,2,8,6
2,0,2,0,2,2,2,6,6,0,6,4,8,0,8,2
0,4,0,6,0,8,2,4,2,6,2,8,4,0,4,6
0,2,0,6,0,8,0,8,4,6,4,6,4,8,8,0
0,8,2,0,2,6,4,0,6,2,8,2,8,4,8,6
2,0,2,6,4,0,4,6,6,0,6,0,8,0,8,8
0,0,2,2,2,4,4,0,4,2,6,4,8,6,8,8
2,0,4,0,4,2,4,6,6,4,6,6,8,2,8,8
0,2,0,4,0,8,2,4,2,6,4,2,6,4,8,2
2,6,4,0,4,0,4,2,4,2,4,4,6,6,8,2
0,2,2,2,2,6,6,4,8,2,8,4,8,6,8,8
0,2,0,2,4,4,6,0,6,0,6,4,8,0,8,6
2,4,2,6,4,0,4,4,6,0,6,0,8,0,8,2
0,6,2,0,2,8,4,0,4,2,4,2,6,4,6,6
0,8,2,6,4,4,4,6,6,2,6,2,8,4,8,6
2,0,2,8,4,0,4,6,4,8,6,0,6,2,6,8
0,2,0,8,2,6,2,8,4,0,4,0,4,0,8,4
0,6,2,0,4,2,4,2,4,6,6,2,6,2,8,0
0,0,2,0,2,4,2,6,4,6,6,0,6,2,6,6
4,6,4,8,6,0,6,6,8,2,8,2,8,4,8,4
0,0,0,2,2,0,4,0,4,6,4,6,4,8,6,0
0,6,2,8,4,2,4,4,6,4,6,6,6,8,8,0
0,0,2,2,4,0,4,0,4,0,4,4,8,6,8,8
0,6,2,2,2,2,2,2,2,6,4,0,6,8,8,8
0,0,0,6,2,6,2,6,4,2,8,8,8,8,8,8
0,8,2,0,2,0,2,4,2,8,4,8,8,4,8,8
0,4,0,8,0,8,2,2,2,4,2,8,4,0,6,8
0,8,2,4,4,0,6,4,6,4,6,6,6,8,8,6
0,2,0,2,0,4,2,0,2,2,4,6,4,6,8,6
0,2,0,4,0,8,2,4,6,4,6,8,8,8,8,8
0,2,2,2,4,0,4,0,4,4,6,6,8,2,8,2
0,4,0,6,2,0,4,2,4,6,4,8,6,2,8,0
0,4,2,0,2,8,4,4,6,0,8,2,8,4,8,6
2,6,4,0,4,2,4,2,4,2,4,6,4,6,8,0
2,0,2,2,4,4,4,4,4,6,4,8,6,6,8,0
2,6,4,2,4,6,6,0,8,0,8,2,8,4,8,6
2,2,2,4,4,6,4,6,6,6,8,2,8,2,8,4
2,2,4,0,6,4,8,0,8,2,8,4,8,4,8,8
0,4,0,8,2,4,2,8,4,8,6,4,6,6,8,6
0,8,2,8,4,2,4,4,4,4,4,6,6,0,8,0
2,0,2,6,4,0,4,4,4,6,4,8,6,4,6,8
0,8,2,2,4,0,4,8,6,4,8,2,8,8,8,8
0,4,0,6,0,8,4,6,4,8,6,0,6,2,8,4
2,0,2,4,2,6,2,8,4,6,6,2,8,2,8,4
0,0,2,2,4,6,4,8,6,8,8,2,8,4,8,4
0,4,0,8,2,6,4,4,4,6,6,0,6,6,8,8
0,8,0,8,2,0,2,6,2,6,4,0,4,2,6,8
2,0,2,2,4,2,4,4,4,8,6,0,8,2,8,2
2,0,2,0,4,8,6,0,6,6,6,8,8,2,8,6
0,8,2,2,4,2,4,6,4,8,6,4,8,0,8,2
0,4,0,6,2,0,4,2,4,6,4,6,4,8,6,2
0,0,0,6,2,4,2,8,4,8,4,8,6,4,8,4
2,0,2,6,4,2,6,2,6,6,6,8,8,0,8,6
2,6,4,0,4,4,4,6,4,8,4,8,6,2,8,4
0,0,0,0,0,4,2,2,2,4,2,4,4,2,8,8
0,4,0,4,2,4,2,6,2,6,2,8,6,6,8,6
0,0,0,0,0,6,2,2,2,6,4,4,4,6,8,4
0,2,0,6,0,8,2,0,2,6,6,4,6,4,6,8
0,4,0,6,2,0,4,0,4,0,4,8,6,6,8,8
0,0,0,4,2,6,2,6,2,8,4,2,6,4,8,8
0,2,0,4,0,6,0,8,4,0,6,8,8,2,8,4
0,2,0,4,0,6,2,4,6,8,8,0,8,6,8,6
0,2,2,6,2,8,4,8,4,8,6,4,8,4,8,8
0,0,0,0,2,8,4,0,4,4,4,8,6,2,6,4
0,0,0,0,0,8,2,6,6,0,6,2,6,8,6,8
0,0,0,8,2,2,2,6,4,2,4,2,4,6,6,6
0,2,2,0,2,0,2,4,2,4,2,8,6,4,8,8
0,6,0,8,2,2,2,6,4,8,6,0,8,4,8,6
0,4,0,8,2,0,4,6,6,2,6,6,8,0,8,0
0,0,0,4,2,0,2,4,2,4,2,6,2,8,4,4
0,0,2,2,2,6,4,0,4,0,4,2,6,0,8,8
0,4,2,6,4,0,4,2,4,4,4,6,6,6,8,0
2,4,4,8,6,0,6,6,6,8,8,0,8,4,8,6
0,0,4,2,4,4,6,0,6,2,8,0,8,0,8,8
0,0,2,0,2,4,4,6,6,0,6,6,6,8,8,0
0,0,2,0,4,4,4,6,8,2,8,2,8,4,8,6
0,2,0,4,0,8,2,0,2,4,2,6,6,6,8,4
0,4,2,2,2,6,4,4,4,4,8,4,8,4,8,6
0,8,0,8,2,2,2,2,2,6,6,2,6,2,8,4
0,8,2,4,4,0,4,2,4,2,4,4,6,0,6,8
0,2,0,6,2,4,4,6,4,6,4,8,8,2,8,6
0,0,2,4,2,6,2,8,2,8,4,0,4,6,6,0
0,6,0,6,2,6,6,0,6,2,8,2,8,6,8,6
0,6,2,2,2,8,4,0,6,2,6,4,8,2,8,6
0,2,0,4,6,0,6,2,8,0,8,0,8,2,8,4
0,0,0,8,0,8,2,2,6,6,6,8,8,2,8,8
0,6,2,2,2,4,4,6,4,6,4,6,8,2,8,8
2,4,2,4,2,6,2,8,4,4,6,6,8,0,8,6
0,2,2,8,4,0,4,8,6,0,6,2,6,6,8,2
0,0,0,8,4,6,4,8,6,4,6,8,8,0,8,0
0,0,2,2,2,4,2,4,4,4,6,2,8,4,8,6
0,4,0,6,0,6,4,6,4,8,4,8,6,2,8,4
0,0,2,2,2,8,4,2,4,2,6,0,6,8,8,6
0,4,0,4,0,8,4,0,4,6,4,8,4,8,8,4
0,0,0,2,4,4,4,8,4,8,6,8,8,2,8,6
0,0,0,2,2,6,2,8,4,6,6,0,6,4,6,6
0,0,0,2,2,0,2,2,4,0,4,4,4,4,6,0
2,2,2,2,2,4,2,8,4,8,6,2,8,4,8,6
0,2,2,2,4,0,4,8,6,6,8,0,8,8,8,8
0,0,0,0,2,4,2,6,2,8,2,8,4,0,8,4
0,4,0,6,2,4,2,4,2,6,4,0,8,2,8,4
0,0,0,6,2,0,4,8,4,8,6,6,8,4,8,6
0,0,0,4,0,8,2,0,2,4,2,6,6,0,8,8
0,0,0,4,2,0,4,4,6,2,8,2,8,2,8,4
0,8,2,0,2,2,2,4,4,6,6,4,8,0,8,8
0,2,0,6,0,8,4,6,6,0,8,6,8,6,8,8
0,6,2,8,2,8,4,2,4,4,6,4,8,4,8,8
0,8,2,2,2,6,4,2,6,4,8,0,8,6,8,8
0,8,2,0,2,6,4,2,4,8,6,0,8,2,8,4
0,6,2,0,2,0,4,8,6,0,6,2,6,6,8,8
0,0,0,2,2,4,2,8,4,2,6,4,6,8,8,0
0,8,2,2,2,8,4,2,4,8,6,2,6,8,8,8
2,2,2,8,4,4,4,6,4,8,6,0,6,4,8,6
2,0,4,4,4,6,4,6,4,8,6,8,8,0,8,0
0,0,0,4,2,0,4,6,6,0,6,2,6,6,6,8
0,0,0,6,2,0,2,2,4,0,6,4,6,6,8,4
2,0,2,4,2,6,6,0,6,8,6,8,8,0,8,2
0,0,2,0,4,8,4,8,6,0,8,2,8,4,8,8
0,4,2,0,4,0,4,0,4,8,4,8,6,0,8,0
0,2,2,0,2,2,4,6,8,0,8,0,8,2,8,8
2,0,4,6,4,8,6,4,6,4,8,2,8,4,8,8
0,2,0,4,2,8,4,2,6,0,6,2,6,6,8,8
0,0,0,2,2,4,2,6,8,0,8,2,8,4,8,4
0,4,0,8,4,4,4,8,6,8,8,2,8,2,8,6
0,0,0,8,2,0,2,8,2,8,4,4,4,6,6,2
2,6,2,8,2,8,4,0,4,2,6,6,8,2,8,4
0,2,2,8,4,2,4,8,6,4,6,6,6,8,8,0
2,8,4,4,4,8,6,6,6,8,8,4,8,4,8,6
0,0,0,4,0,8,2,0,2,8,6,2,6,8,8,0
4,2,6,0,6,2,6,4,8,0,8,2,8,4,8,4
0,8,2,2,2,4,4,2,6,0,6,4,8,2,8,2
0,4,2,4,2,8,4,6,6,0,8,4,8,8,8,8
0,0,0,6,2,4,4,0,4,0,6,2,6,4,8,0
0,6,0,6,0,8,6,0,6,2,6,6,8,0,8,0
2,2,2,4,2,8,2,8,4,2,4,2,8,2,8,8
0,0,2,6,2,8,4,0,4,2,4,6,4,8,8,4
0,2,0,4,2,4,2,4,4,8,6,6,6,8,8,0
0,4,2,6,4,8,4,8,6,2,6,4,8,0,8,4
0,0,0,2,2,0,4,4,8,0,8,2,8,6,8,8
0,0,0,8,2,0,4,6,4,8,6,0,6,2,6,4
0,6,2,2,4,6,4,8,6,0,6,4,8,2,8,4
0,8,2,2,2,8,2,8,4,2,4,2,6,0,8,6
0,0,0,2,0,4,0,4,4,0,4,6,6,0,6,0
0,4,0,4,2,8,4,6,8,0,8,2,8,4,8,6
0,0,0,0,0,8,2,2,4,2,4,4,6,4,6,8
2,0,2,2,2,2,2,4,4,2,6,0,6,2,6,6
2,2,4,0,4,0,4,2,4,6,8,2,8,4,8,8
0,0,0,4,2,8,4,2,4,4,8,2,8,4,8,8
2,2,2,2,4,2,4,8,6,0,6,4,8,2,8,2
0,0,0,2,0,8,0,8,2,2,2,8,2,8,4,2
0,0,0,0,4,6,6,0,6,2,8,2,8,2,8,6
0,8,4,4,4,6,4,8,6,4,8,0,8,6,8,8
0,0,0,2,0,6,2,2,6,6,6,6,6,8,8,6
0,0,0,4,0,4,0,6,4,8,6,8,8,2,8,4
2,4,2,4,4,0,4,4,6,0,6,2,6,6,6,6
